source,provider,raw_sms,transaction_type,amount_rwf,counterpart,description,category,timestamp,is_synthetic
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 3000 RWF to medicine purchase on 2026-04-24. Tx MM101576. Balance 160000 RWF.,SENT,3000,medicine purchase,Paid 3000 to medicine purchase,Health,2026-04-24,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 1200 RWF to house maintenance on 2026-03-01. Tx MM101566. Balance 75500 RWF.,SENT,1200,house maintenance,Paid 1200 to house maintenance,Utilities,2026-03-01,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 2500 RWF to music event on 2026-05-14. Tx MM101866. Balance 43500 RWF.,SENT,2500,music event,Paid 2500 to music event,Entertainment,2026-05-14,True
synthetic_mtn_momo,MTN MoMo,You have received 150000 RWF from freelance client. Transaction ID MM200042. Your new balance is 103000 RWF.,RECEIVED,150000,freelance client,Received 150000 from freelance client,Income Received,2026-06-08,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 20000 to pharmacy Kigali completed successfully. Ref MM101640. Balance: RWF 95500.,SENT,20000,pharmacy Kigali,Paid 20000 to pharmacy Kigali,Health,2026-05-10,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 1000 paid to music event. Transaction MM101817. Remaining balance RWF 129500.,SENT,1000,music event,Paid 1000 to music event,Entertainment,2026-02-22,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 1500 RWF to MTN airtime topup on 2026-04-26. Tx MM101027. Balance 169000 RWF.,SENT,1500,MTN airtime topup,Paid 1500 to MTN airtime topup,Communication,2026-04-26,True
synthetic_mtn_momo,MTN MoMo,You have received 15000 RWF from monthly salary. Transaction ID MM200260. Your new balance is 296000 RWF.,RECEIVED,15000,monthly salary,Received 15000 from monthly salary,Income Received,2026-04-16,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 30000 RWF to Aline Mukamana on 2026-03-01. Tx MM102202. Balance 180000 RWF.,SENT,30000,Aline Mukamana,Paid 30000 to Aline Mukamana,Personal Transfer,2026-03-01,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 3000 to concert ticket completed successfully. Ref MM101949. Balance: RWF 223000.,SENT,3000,concert ticket,Paid 3000 to concert ticket,Entertainment,2026-05-17,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 3500 to WASAC water bill completed successfully. Ref MM101554. Balance: RWF 159500.,SENT,3500,WASAC water bill,Paid 3500 to WASAC water bill,Utilities,2026-06-05,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 700 paid to Uwera Marie. Transaction MM102208. Remaining balance RWF 179500.,SENT,700,Uwera Marie,Paid 700 to Uwera Marie,Personal Transfer,2026-05-16,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 8000 to Kigali Serena restaurant completed successfully. Ref MM100194. Balance: RWF 203000.,SENT,8000,Kigali Serena restaurant,Paid 8000 to Kigali Serena restaurant,Food & Dining,2026-05-01,True
synthetic_mtn_momo,MTN MoMo,You have sent 2500 RWF to CHUK consultation. TxId MM101713. Your new balance is 40500 RWF.,SENT,2500,CHUK consultation,Paid 2500 to CHUK consultation,Health,2026-05-15,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 700 to sent to brother completed successfully. Ref MM102364. Balance: RWF 67500.,SENT,700,sent to brother,Paid 700 to sent to brother,Personal Transfer,2026-02-22,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 5000 to pharmacy Kigali completed successfully. Ref MM101593. Balance: RWF 42000.,SENT,5000,pharmacy Kigali,Paid 5000 to pharmacy Kigali,Health,2026-05-11,True
synthetic_mtn_momo,MTN MoMo,You have paid 2500 RWF to internet subscription. Transaction ID MM101451. Fee 200 RWF. Your new balance is 166500 RWF.,SENT,2500,internet subscription,Paid 2500 to internet subscription,Utilities,2026-03-02,True
synthetic_mtn_momo,MTN MoMo,You have paid 1000 RWF to UR tuition fees. Transaction ID MM101241. Fee 200 RWF. Your new balance is 85000 RWF.,SENT,1000,UR tuition fees,Paid 1000 to UR tuition fees,Education,2026-03-28,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 8000 RWF to Legacy Clinic on 2026-04-14. Tx MM101728. Balance 40000 RWF.,SENT,8000,Legacy Clinic,Paid 8000 to Legacy Clinic,Health,2026-04-14,True
synthetic_mtn_momo,MTN MoMo,You have sent 700 RWF to house maintenance. TxId MM101465. Your new balance is 58000 RWF.,SENT,700,house maintenance,Paid 700 to house maintenance,Utilities,2026-02-15,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 20000 RWF to moto Remera Gikondo on 2026-01-26. Tx MM100486. Balance 167500 RWF.,SENT,20000,moto Remera Gikondo,Paid 20000 to moto Remera Gikondo,Transport,2026-01-26,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 3000 to bus fare Tap&Go completed successfully. Ref MM100411. Balance: RWF 54000.,SENT,3000,bus fare Tap&Go,Paid 3000 to bus fare Tap&Go,Transport,2026-05-09,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 30000 to Jean Claude completed successfully. Ref MM102397. Balance: RWF 54000.,SENT,30000,Jean Claude,Paid 30000 to Jean Claude,Personal Transfer,2026-02-20,True
synthetic_mtn_momo,MTN MoMo,You have sent 20000 RWF to pharmacy Kigali. TxId MM101756. Your new balance is 25000 RWF.,SENT,20000,pharmacy Kigali,Paid 20000 to pharmacy Kigali,Health,2026-06-08,True
synthetic_mtn_momo,MTN MoMo,You have paid 3000 RWF to house maintenance. Transaction ID MM101380. Fee 100 RWF. Your new balance is 235000 RWF.,SENT,3000,house maintenance,Paid 3000 to house maintenance,Utilities,2026-03-18,True
synthetic_mtn_momo,MTN MoMo,You have paid 2500 RWF to Simba Supermarket. Transaction ID MM100879. Fee 100 RWF. Your new balance is 172500 RWF.,SENT,2500,Simba Supermarket,Paid 2500 to Simba Supermarket,Groceries,2026-01-15,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 700 to Riders Lounge completed successfully. Ref MM100162. Balance: RWF 163000.,SENT,700,Riders Lounge,Paid 700 to Riders Lounge,Food & Dining,2026-02-21,True
synthetic_mtn_momo,MTN MoMo,You have received 5000 RWF from freelance client. Transaction ID MM200074. Your new balance is 263000 RWF.,RECEIVED,5000,freelance client,Received 5000 from freelance client,Income Received,2026-02-01,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 2000 to Kimironko market completed successfully. Ref MM100662. Balance: RWF 228500.,SENT,2000,Kimironko market,Paid 2000 to Kimironko market,Groceries,2026-03-12,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 1000 to house maintenance completed successfully. Ref MM101432. Balance: RWF 31000.,SENT,1000,house maintenance,Paid 1000 to house maintenance,Utilities,2026-05-02,True
synthetic_mtn_momo,MTN MoMo,You have paid 30000 RWF to fuel station SP. Transaction ID MM100331. Fee 0 RWF. Your new balance is 213500 RWF.,SENT,30000,fuel station SP,Paid 30000 to fuel station SP,Transport,2026-03-11,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 15000 paid to Kigali Jazz Festival. Transaction MM101798. Remaining balance RWF 59000.,SENT,15000,Kigali Jazz Festival,Paid 15000 to Kigali Jazz Festival,Entertainment,2026-04-18,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 15000 to library fee completed successfully. Ref MM101228. Balance: RWF 58500.,SENT,15000,library fee,Paid 15000 to library fee,Education,2026-01-21,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 500 RWF to friend transfer on 2026-05-10. Tx MM102334. Balance 168000 RWF.,SENT,500,friend transfer,Paid 500 to friend transfer,Personal Transfer,2026-05-10,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 1200 RWF to voice bundle on 2026-05-12. Tx MM101094. Balance 140500 RWF.,SENT,1200,voice bundle,Paid 1200 to voice bundle,Communication,2026-05-12,True
synthetic_mtn_momo,MTN MoMo,Your MoMo account has been credited with RWF 50000 from allowance. Ref MM200287. Balance 21000 RWF.,RECEIVED,50000,allowance,Received 50000 from allowance,Income Received,2026-01-16,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 15000 RWF to Remera taxi park on 2026-01-04. Tx MM100410. Balance 211000 RWF.,SENT,15000,Remera taxi park,Paid 15000 to Remera taxi park,Transport,2026-01-04,True
synthetic_mtn_momo,MTN MoMo,You have paid 700 RWF to football match ticket. Transaction ID MM101867. Fee 50 RWF. Your new balance is 117500 RWF.,SENT,700,football match ticket,Paid 700 to football match ticket,Entertainment,2026-03-04,True
synthetic_mtn_momo,MTN MoMo,You have paid 2000 RWF to airport taxi. Transaction ID MM100521. Fee 20 RWF. Your new balance is 99000 RWF.,SENT,2000,airport taxi,Paid 2000 to airport taxi,Transport,2026-03-25,True
synthetic_mtn_momo,MTN MoMo,You have paid 3500 RWF to rent payment. Transaction ID MM101467. Fee 0 RWF. Your new balance is 145500 RWF.,SENT,3500,rent payment,Paid 3500 to rent payment,Utilities,2026-02-25,True
synthetic_mtn_momo,MTN MoMo,Your MoMo account has been credited with RWF 20000 from freelance client. Ref MM200332. Balance 45000 RWF.,RECEIVED,20000,freelance client,Received 20000 from freelance client,Income Received,2026-03-10,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 5000 RWF to hospital bill on 2026-06-05. Tx MM101578. Balance 160000 RWF.,SENT,5000,hospital bill,Paid 5000 to hospital bill,Health,2026-06-05,True
synthetic_mtn_momo,MTN MoMo,You have sent 30000 RWF to concert ticket. TxId MM101876. Your new balance is 194000 RWF.,SENT,30000,concert ticket,Paid 30000 to concert ticket,Entertainment,2026-06-08,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 3500 to ALU course materials completed successfully. Ref MM101213. Balance: RWF 131500.,SENT,3500,ALU course materials,Paid 3500 to ALU course materials,Education,2026-04-20,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 150000 received from family support. Tx MM200188. Balance RWF 335000.,RECEIVED,150000,family support,Received 150000 from family support,Peer Transfer Received,2026-04-27,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 20000 RWF to saving wallet on 2026-01-12. Tx MM102089. Balance 157000 RWF.,SENT,20000,saving wallet,Paid 20000 to saving wallet,Savings & Investments,2026-01-12,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 3000 RWF to gym subscription on 2026-06-23. Tx MM101920. Balance 48500 RWF.,SENT,3000,gym subscription,Paid 3000 to gym subscription,Entertainment,2026-06-23,True
synthetic_mtn_momo,MTN MoMo,You have sent 700 RWF to sent to mother. TxId MM102376. Your new balance is 234000 RWF.,SENT,700,sent to mother,Paid 700 to sent to mother,Personal Transfer,2026-04-28,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 30000 RWF to water payment on 2026-04-26. Tx MM101461. Balance 58500 RWF.,SENT,30000,water payment,Paid 30000 to water payment,Utilities,2026-04-26,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 10000 RWF to mobile data purchase on 2026-02-23. Tx MM101000. Balance 84500 RWF.,SENT,10000,mobile data purchase,Paid 10000 to mobile data purchase,Communication,2026-02-23,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 12000 to MTN data bundle completed successfully. Ref MM100900. Balance: RWF 18500.,SENT,12000,MTN data bundle,Paid 12000 to MTN data bundle,Communication,2026-05-02,True
synthetic_mtn_momo,MTN MoMo,You have paid 2000 RWF to Nyabugogo market. Transaction ID MM100700. Fee 50 RWF. Your new balance is 78000 RWF.,SENT,2000,Nyabugogo market,Paid 2000 to Nyabugogo market,Groceries,2026-02-27,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 5000 to King Faisal pharmacy completed successfully. Ref MM101677. Balance: RWF 33000.,SENT,5000,King Faisal pharmacy,Paid 5000 to King Faisal pharmacy,Health,2026-03-09,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 15000 RWF to Liquid Telecom internet on 2026-02-20. Tx MM101494. Balance 214000 RWF.,SENT,15000,Liquid Telecom internet,Paid 15000 to Liquid Telecom internet,Utilities,2026-02-20,True
synthetic_mtn_momo,MTN MoMo,You have sent 1200 RWF to medicine purchase. TxId MM101762. Your new balance is 121000 RWF.,SENT,1200,medicine purchase,Paid 1200 to medicine purchase,Health,2026-02-10,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 2500 to Netflix payment completed successfully. Ref MM101839. Balance: RWF 17500.,SENT,2500,Netflix payment,Paid 2500 to Netflix payment,Entertainment,2026-04-02,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 12000 RWF to textbooks on 2026-02-10. Tx MM101204. Balance 159500 RWF.,SENT,12000,textbooks,Paid 12000 to textbooks,Education,2026-02-10,True
synthetic_mtn_momo,MTN MoMo,You have sent 5000 RWF to Meze Fresh. TxId MM100211. Your new balance is 95000 RWF.,SENT,5000,Meze Fresh,Paid 5000 to Meze Fresh,Food & Dining,2026-05-17,True
synthetic_mtn_momo,MTN MoMo,You have paid 500 RWF to Dmall supermarket. Transaction ID MM100612. Fee 20 RWF. Your new balance is 49000 RWF.,SENT,500,Dmall supermarket,Paid 500 to Dmall supermarket,Groceries,2026-02-27,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 10000 RWF to Ndoli supermarket on 2026-01-13. Tx MM100644. Balance 84500 RWF.,SENT,10000,Ndoli supermarket,Paid 10000 to Ndoli supermarket,Groceries,2026-01-13,True
synthetic_mtn_momo,MTN MoMo,You have paid 3500 RWF to Kigali Jazz Festival. Transaction ID MM101801. Fee 100 RWF. Your new balance is 83500 RWF.,SENT,3500,Kigali Jazz Festival,Paid 3500 to Kigali Jazz Festival,Entertainment,2026-06-08,True
synthetic_mtn_momo,MTN MoMo,You have sent 30000 RWF to EUCL prepaid units. TxId MM101536. Your new balance is 22500 RWF.,SENT,30000,EUCL prepaid units,Paid 30000 to EUCL prepaid units,Utilities,2026-01-21,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 500 paid to printing shop. Transaction MM101272. Remaining balance RWF 125000.,SENT,500,printing shop,Paid 500 to printing shop,Education,2026-03-23,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 5000 paid to Kigali Jazz Festival. Transaction MM101929. Remaining balance RWF 241000.,SENT,5000,Kigali Jazz Festival,Paid 5000 to Kigali Jazz Festival,Entertainment,2026-01-27,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 50000 to sent to mother completed successfully. Ref MM102223. Balance: RWF 108500.,SENT,50000,sent to mother,Paid 50000 to sent to mother,Personal Transfer,2026-05-06,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 30000 paid to Modern Market Kigali. Transaction MM100761. Remaining balance RWF 58500.,SENT,30000,Modern Market Kigali,Paid 30000 to Modern Market Kigali,Groceries,2026-02-21,True
synthetic_mtn_momo,MTN MoMo,You have received 10000 RWF from allowance. Transaction ID MM200264. Your new balance is 39000 RWF.,RECEIVED,10000,allowance,Received 10000 from allowance,Income Received,2026-05-03,True
synthetic_mtn_momo,MTN MoMo,You have sent 1500 RWF to Inzozi Nziza. TxId MM100124. Your new balance is 212500 RWF.,SENT,1500,Inzozi Nziza,Paid 1500 to Inzozi Nziza,Food & Dining,2026-03-03,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 50000 to Sawa Citi supermarket completed successfully. Ref MM100767. Balance: RWF 72500.,SENT,50000,Sawa Citi supermarket,Paid 50000 to Sawa Citi supermarket,Groceries,2026-06-22,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 1200 to airport taxi completed successfully. Ref MM100460. Balance: RWF 209500.,SENT,1200,airport taxi,Paid 1200 to airport taxi,Transport,2026-02-12,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 2500 RWF to Inzozi Nziza on 2026-03-17. Tx MM100178. Balance 38500 RWF.,SENT,2500,Inzozi Nziza,Paid 2500 to Inzozi Nziza,Food & Dining,2026-03-17,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 2000 to Kigali Taxi completed successfully. Ref MM100318. Balance: RWF 132500.,SENT,2000,Kigali Taxi,Paid 2000 to Kigali Taxi,Transport,2026-04-16,True
synthetic_mtn_momo,MTN MoMo,You have sent 5000 RWF to Canaberra Restaurant. TxId MM100256. Your new balance is 197500 RWF.,SENT,5000,Canaberra Restaurant,Paid 5000 to Canaberra Restaurant,Food & Dining,2026-02-18,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 2500 to grocery shop completed successfully. Ref MM100695. Balance: RWF 56000.,SENT,2500,grocery shop,Paid 2500 to grocery shop,Groceries,2026-05-23,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 30000 paid to Uwera Marie. Transaction MM102365. Remaining balance RWF 62000.,SENT,30000,Uwera Marie,Paid 30000 to Uwera Marie,Personal Transfer,2026-02-08,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 12000 RWF to water payment on 2026-04-03. Tx MM101486. Balance 102500 RWF.,SENT,12000,water payment,Paid 12000 to water payment,Utilities,2026-04-03,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 100000 received from allowance. Tx MM200111. Balance RWF 33000.,RECEIVED,100000,allowance,Received 100000 from allowance,Income Received,2026-04-02,True
synthetic_mtn_momo,MTN MoMo,Your MoMo account has been credited with RWF 5000 from part-time work. Ref MM200186. Balance 297000 RWF.,RECEIVED,5000,part-time work,Received 5000 from part-time work,Income Received,2026-03-07,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 50000 paid to Frulep. Transaction MM100594. Remaining balance RWF 112000.,SENT,50000,Frulep,Paid 50000 to Frulep,Groceries,2026-06-28,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 3500 paid to loan repayment to Eric. Transaction MM102342. Remaining balance RWF 96000.,SENT,3500,loan repayment to Eric,Paid 3500 to loan repayment to Eric,Personal Transfer,2026-01-04,True
